Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity
"(0, 10]",0.212080537,0.158023185,0.153153153,0.162162162,0.113022113,0.101044226,0.030067568,0.14222973,0.053103448
"(10, 20]",0.076845638,0.22300183,0.125,0.323825503,0.089688835,0.073215375,0.133892617,0.168456376,0.092307692
"(20, 30]",0.092281879,0.269676632,0.103187919,0.16442953,0.118974985,0.104636974,0.180872483,0.154362416,0.106040268
"(30, 40]",0.011036789,0.24597142,0.08974359,0.015886288,0.077227121,0.056552144,0.134448161,0.11638796,0.050167224
"(40, 50]",0.001006711,0.172056132,0.087248322,0.188758389,0.052776083,0.091824283,0.14295302,0.065771812,0.032550336
"(50, 60]",0.125083612,0.20195241,0.07885906,0.31270903,0.0611128,0.016722408,0.111371237,0.071571906,0.052348993
"(60, 70]",0.129530201,0.198236546,0.088350056,0.201342282,0.071384991,0.008846858,0.072483221,0.103691275,0.075919732
"(70, 80]",0.133892617,0.170530811,0.08557047,0.065436242,0.107687614,0.017693716,0.082550336,0.197651007,0.063422819
"(80, 90]",0.051170569,0.112192156,0.074972129,0.038461538,0.112192156,0.019762846,0.12909699,0.230434783,0.05
"(90, 100]",0.043959732,0.087248322,0.084451902,0.038590604,0.099755949,0.044844417,0.038590604,0.161073826,0.052508361
"(100, 110]",0.013087248,0.157413057,0.033836689,0.32466443,0.104942038,0.005796217,0.046644295,0.179865772,0.004697987
"(110, 120]",0.002675585,0.156582548,0.008082497,0.174749164,0.027667984,0.018850715,0.023745819,0.166889632,0.010402685
"(120, 130]",0.273825503,0.407870653,0.310402685,1.002516779,0.445088469,0.269371568,0.311409396,0.395973154,0.164548495
"(130, 140]",0.204697987,0.428309945,0.120525727,0.628355705,0.490543014,0.169615619,0.212416107,0.368791946,0.074161074
"(140, 150]",0.077591973,0.392520523,0.079710145,0.590301003,0.325934935,0.122833688,0.165551839,0.341137124,0.096308725
"(150, 160]",0.084563758,0.347773032,0.008389262,0.465604027,0.301708359,0.05704698,0.176174497,0.236241611,0.064548495
"(160, 170]",0.044295302,0.317266626,0.063199105,0.183724832,0.177242221,0.063453325,0.161073826,0.217449664,0.073154362
"(170, 180]",0.11270903,0.232593493,0.078595318,0.25,0.07479477,0.115840681,0.095652174,0.324414716,0.011744966
"(180, 190]",0.060402685,0.290420988,0.021252796,0.469798658,0.071995119,0.112873703,0.039932886,0.147986577,0.01638796
"(190, 200]",0.012751678,0.330079317,0.005033557,0.334448161,0.082977425,0.026235509,0.005351171,0.150501672,0.009060403
"(200, 210]",0.000334448,0.27090301,0.000557414,0.251677852,0.08361204,0.003648525,0.025503356,0.099328859,0.072240803
"(210, 220]",0.020134228,0.225442343,0.000279642,0.285234899,0.083282489,0.003965833,0.172483221,0.106711409,0.065771812
"(220, 230]",0.020401338,0.299483126,0,0.177257525,0.106719368,0.020979021,0.13812709,0.07826087,0.011073826
"(230, 240]",0.004026846,0.3438072,0.002796421,0.049496644,0.086638194,0.002135448,0.118181818,0.102013423,0.030769231
"(240, 250]",0.002013423,0.197376449,0.001677852,0.137583893,0.053081147,0,0.12996633,0.072147651,0.008724832
"(250, 260]",0.000668896,0.232897537,0.001393534,0.123745819,0.004560657,0.002736394,0.135451505,0.1090301,0.025838926
"(260, 270]",0.054697987,0.221171446,0.002796421,0.131711409,0.006711409,0.002135448,0.07037037,0.144295302,0.017056856
"(270, 280]",0.048322148,0.109823063,0.004474273,0.10738255,0.014643075,0.005796217,0.020805369,0.175503356,0.005369128
"(280, 290]",0.148829431,0.148373366,0.007525084,0.171404682,0.047126786,0.034965035,0.047157191,0.064214047,0.02885906
"(290, 300]",0.161073826,0.089993899,0,0.076342282,0.032641855,0,0.015436242,0.031543624,0.001337793
"(300, 310]",0.138926174,0.08633313,0.002516779,0.045302013,0.014948139,0.036912752,0.075503356,0.098657718,0.003355705
"(310, 320]",0.121070234,0.124961995,0.001393534,0.018394649,0.037093341,0.005776832,0.116053512,0.030100334,0.001006711
"(320, 330]",0.093624161,0.169310555,0.001118568,0.174496644,0.021659549,0.012812691,0.107718121,0.04295302,0.004013378
"(330, 340]",0.127852349,0.155582672,0,0.197986577,0.016168395,0.021659549,0.089297659,0.018120805,0.003355705
"(340, 350]",0.037792642,0.173304956,0,0.295986622,0.029796291,0.002128306,0.091610738,0.005016722,0.003344482
"(350, 360]",0.064765101,0.144600366,0.000559284,0.05033557,0.002440513,0.003965833,0.017449664,0.086577181,0.018120805
"(360, 370]",0.053177258,0.157190635,0,0.022575251,0.016722408,0.025235634,0.097993311,0.004013378,0.036577181
"(370, 380]",0.076510067,0.119890177,0,0.114932886,0.011592434,0.070469799,0.06409396,0.002684564,0.0090301
"(380, 390]",0.104362416,0.095790116,0,0.037751678,0.001830384,0.002440513,0.036241611,0.004362416,0.008389262
"(390, 400]",0.025083612,0.090301003,0,0.154682274,0,0.006080876,0.02909699,0.005016722,0.003020134
"(400, 410]",0.059060403,0.088163514,0.001957494,0.024328859,0.001220256,0.007321538,0.017785235,0.002348993,0.002675585
